timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1728230026097,191,Formulario-1,302,Found,Usuarios 1-20,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,191,0,0
1728230026289,183,Formulario-2,200,OK,Usuarios 1-20,text,true,,47027,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,180,0,0
1728230026472,178,Cerrar sesión,301,Moved Permanently,Usuarios 1-20,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,178,0,0
1728230036665,2479,Iniciar sesión,200,OK,Usuarios 1-21,text,true,,47773,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,840,0,481
1728230036665,840,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-21,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,840,0,481
1728230037506,1638,Iniciar sesión-1,200,OK,Usuarios 1-21,text,true,,47296,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1463,0,892
1728230039145,541,Formulario,200,OK,Usuarios 1-21,text,true,,47752,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,181,0,0
1728230039145,181,Formulario-0,301,Moved Permanently,Usuarios 1-21,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,181,0,0
1728230039327,182,Formulario-1,302,Found,Usuarios 1-21,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,182,0,0
1728230039509,177,Formulario-2,200,OK,Usuarios 1-21,text,true,,47027,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,177,0,0
1728230039687,171,Cerrar sesión,301,Moved Permanently,Usuarios 1-21,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,171,0,0
1728230048664,3137,Iniciar sesión,200,OK,Usuarios 1-22,text,true,,47773,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,890,0,499
1728230048664,890,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-22,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,890,0,499
1728230049555,2246,Iniciar sesión-1,200,OK,Usuarios 1-22,text,true,,47296,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1891,0,1004
1728230051802,2499,Formulario,200,OK,Usuarios 1-22,text,true,,47752,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,438,0,0
1728230051802,438,Formulario-0,301,Moved Permanently,Usuarios 1-22,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,438,0,0
1728230052241,454,Formulario-1,302,Found,Usuarios 1-22,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,454,0,0
1728230052695,1606,Formulario-2,200,OK,Usuarios 1-22,text,true,,47027,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,411,0,0
1728230054302,170,Cerrar sesión,301,Moved Permanently,Usuarios 1-22,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,170,0,0
1728230060664,2154,Iniciar sesión,200,OK,Usuarios 1-23,text,true,,47781,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,365,0,171
1728230060664,365,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-23,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,365,0,171
1728230061030,1788,Iniciar sesión-1,200,OK,Usuarios 1-23,text,true,,47304,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1355,0,374
1728230062818,2538,Formulario,200,OK,Usuarios 1-23,text,true,,47752,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,449,0,0
1728230062818,449,Formulario-0,301,Moved Permanently,Usuarios 1-23,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,449,0,0
1728230063267,247,Formulario-1,302,Found,Usuarios 1-23,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,247,0,0
1728230063514,1842,Formulario-2,200,OK,Usuarios 1-23,text,true,,47027,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,394,0,0
1728230065356,439,Cerrar sesión,301,Moved Permanently,Usuarios 1-23,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,439,0,0
1728230072664,1238,Iniciar sesión,200,OK,Usuarios 1-24,text,true,,47773,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,363,0,182
1728230072664,363,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-24,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,363,0,182
1728230073028,874,Iniciar sesión-1,200,OK,Usuarios 1-24,text,true,,47296,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,706,0,365
1728230073904,525,Formulario,200,OK,Usuarios 1-24,text,true,,47760,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,177,0,0
1728230073904,177,Formulario-0,301,Moved Permanently,Usuarios 1-24,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,177,0,0
1728230074081,174,Formulario-1,302,Found,Usuarios 1-24,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,174,0,0
1728230074255,174,Formulario-2,200,OK,Usuarios 1-24,text,true,,47035,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,172,0,0
1728230074430,183,Cerrar sesión,301,Moved Permanently,Usuarios 1-24,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,183,0,0
1728230084664,1276,Iniciar sesión,200,OK,Usuarios 1-25,text,true,,47781,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,355,0,177
1728230084664,355,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-25,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,355,0,177
1728230085019,921,Iniciar sesión-1,200,OK,Usuarios 1-25,text,true,,47304,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,746,0,384
1728230085941,551,Formulario,200,OK,Usuarios 1-25,text,true,,47752,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,193,0,0
1728230085941,193,Formulario-0,301,Moved Permanently,Usuarios 1-25,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,193,0,0
1728230086135,172,Formulario-1,302,Found,Usuarios 1-25,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,172,0,0
1728230086308,184,Formulario-2,200,OK,Usuarios 1-25,text,true,,47027,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,182,0,0
1728230086493,172,Cerrar sesión,301,Moved Permanently,Usuarios 1-25,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,172,0,0
1728230096663,1290,Iniciar sesión,200,OK,Usuarios 1-26,text,true,,47773,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,389,0,190
1728230096663,389,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-26,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,389,0,190
1728230097053,900,Iniciar sesión-1,200,OK,Usuarios 1-26,text,true,,47296,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,708,0,370
1728230097955,525,Formulario,200,OK,Usuarios 1-26,text,true,,47752,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,170,0,0
1728230097955,170,Formulario-0,301,Moved Permanently,Usuarios 1-26,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,170,0,0
1728230098125,178,Formulario-1,302,Found,Usuarios 1-26,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,178,0,0
1728230098304,176,Formulario-2,200,OK,Usuarios 1-26,text,true,,47027,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,175,0,0
1728230098481,183,Cerrar sesión,301,Moved Permanently,Usuarios 1-26,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,182,0,0
1728230108664,2332,Iniciar sesión,200,OK,Usuarios 1-27,text,true,,47773,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,942,0,496
1728230108664,942,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-27,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,942,0,496
1728230109607,1389,Iniciar sesión-1,200,OK,Usuarios 1-27,text,true,,47296,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1205,0,842
1728230110996,547,Formulario,200,OK,Usuarios 1-27,text,true,,47752,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,179,0,0
1728230110996,179,Formulario-0,301,Moved Permanently,Usuarios 1-27,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,179,0,0
1728230111175,184,Formulario-1,302,Found,Usuarios 1-27,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,184,0,0
1728230111359,184,Formulario-2,200,OK,Usuarios 1-27,text,true,,47027,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,182,0,0
1728230111543,194,Cerrar sesión,301,Moved Permanently,Usuarios 1-27,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,193,0,0
1728230120665,3242,Iniciar sesión,200,OK,Usuarios 1-28,text,true,,47781,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1133,0,571
1728230120665,1133,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-28,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1133,0,571
1728230121799,2108,Iniciar sesión-1,200,OK,Usuarios 1-28,text,true,,47304,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1671,0,880
1728230123908,1060,Formulario,200,OK,Usuarios 1-28,text,true,,47752,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,435,0,0
1728230123908,435,Formulario-0,301,Moved Permanently,Usuarios 1-28,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,435,0,0
1728230124343,405,Formulario-1,302,Found,Usuarios 1-28,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,405,0,0
1728230124748,220,Formulario-2,200,OK,Usuarios 1-28,text,true,,47027,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,218,0,0
1728230124969,177,Cerrar sesión,301,Moved Permanently,Usuarios 1-28,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,177,0,0
1728230132663,2505,Iniciar sesión,200,OK,Usuarios 1-29,text,true,,47773,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,369,0,176
1728230132663,369,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-29,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,369,0,176
1728230133033,2135,Iniciar sesión-1,200,OK,Usuarios 1-29,text,true,,47296,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1886,0,1012
1728230135173,2614,Formulario,200,OK,Usuarios 1-29,text,true,,47752,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,386,0,0
1728230135173,386,Formulario-0,301,Moved Permanently,Usuarios 1-29,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,386,0,0
1728230135559,551,Formulario-1,302,Found,Usuarios 1-29,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,551,0,0
1728230136110,1677,Formulario-2,200,OK,Usuarios 1-29,text,true,,47027,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,445,0,0
1728230137789,430,Cerrar sesión,301,Moved Permanently,Usuarios 1-29,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,429,0,0
1728230144664,1280,Iniciar sesión,200,OK,Usuarios 1-30,text,true,,47773,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,359,0,171
1728230144664,359,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-30,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,359,0,171
1728230145024,920,Iniciar sesión-1,200,OK,Usuarios 1-30,text,true,,47296,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,733,0,374
1728230145945,552,Formulario,200,OK,Usuarios 1-30,text,true,,47752,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,198,0,0
1728230145945,198,Formulario-0,301,Moved Permanently,Usuarios 1-30,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,198,0,0
1728230146143,164,Formulario-1,302,Found,Usuarios 1-30,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,164,0,0
1728230146308,189,Formulario-2,200,OK,Usuarios 1-30,text,true,,47027,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,188,0,0
1728230146497,178,Cerrar sesión,301,Moved Permanently,Usuarios 1-30,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,178,0,0
1728230156669,1304,Iniciar sesión,200,OK,Usuarios 1-31,text,true,,47781,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,360,0,178
1728230156669,360,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-31,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,360,0,178
1728230157030,943,Iniciar sesión-1,200,OK,Usuarios 1-31,text,true,,47304,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,769,0,365
1728230157974,558,Formulario,200,OK,Usuarios 1-31,text,true,,47760,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,174,0,0
1728230157974,174,Formulario-0,301,Moved Permanently,Usuarios 1-31,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,174,0,0
1728230158149,174,Formulario-1,302,Found,Usuarios 1-31,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,174,0,0
1728230158323,209,Formulario-2,200,OK,Usuarios 1-31,text,true,,47035,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,207,0,0
1728230158533,187,Cerrar sesión,301,Moved Permanently,Usuarios 1-31,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,187,0,0
1728230168663,1281,Iniciar sesión,200,OK,Usuarios 1-32,text,true,,47781,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,385,0,204
1728230168663,385,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-32,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,385,0,204
1728230169049,895,Iniciar sesión-1,200,OK,Usuarios 1-32,text,true,,47304,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,714,0,374
1728230169945,526,Formulario,200,OK,Usuarios 1-32,text,true,,47752,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,177,0,0
1728230169945,177,Formulario-0,301,Moved Permanently,Usuarios 1-32,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,177,0,0
1728230170122,180,Formulario-1,302,Found,Usuarios 1-32,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,180,0,0
1728230170302,169,Formulario-2,200,OK,Usuarios 1-32,text,true,,47027,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,168,0,0
1728230170472,195,Cerrar sesión,301,Moved Permanently,Usuarios 1-32,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,195,0,0
1728230180671,2182,Iniciar sesión,200,OK,Usuarios 1-33,text,true,,47773,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,967,0,531
1728230180671,967,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-33,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,967,0,531
1728230181639,1214,Iniciar sesión-1,200,OK,Usuarios 1-33,text,true,,47296,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1021,0,583
1728230182854,529,Formulario,200,OK,Usuarios 1-33,text,true,,47752,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,179,0,0
1728230182854,179,Formulario-0,301,Moved Permanently,Usuarios 1-33,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,179,0,0
1728230183034,172,Formulario-1,302,Found,Usuarios 1-33,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,172,0,0
1728230183206,177,Formulario-2,200,OK,Usuarios 1-33,text,true,,47027,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,175,0,0
1728230183384,165,Cerrar sesión,301,Moved Permanently,Usuarios 1-33,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,164,0,0
1728230192665,3262,Iniciar sesión,200,OK,Usuarios 1-34,text,true,,47773,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1143,0,707
1728230192665,1143,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-34,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1143,0,707
1728230193809,2118,Iniciar sesión-1,200,OK,Usuarios 1-34,text,true,,47296,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1678,0,886
1728230195929,768,Formulario,200,OK,Usuarios 1-34,text,true,,47760,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,406,0,0
1728230195929,406,Formulario-0,301,Moved Permanently,Usuarios 1-34,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,406,0,0
1728230196335,183,Formulario-1,302,Found,Usuarios 1-34,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,183,0,0
1728230196518,179,Formulario-2,200,OK,Usuarios 1-34,text,true,,47035,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,178,0,0
1728230196698,167,Cerrar sesión,301,Moved Permanently,Usuarios 1-34,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,166,0,0
1728230204664,3035,Iniciar sesión,200,OK,Usuarios 1-35,text,true,,47773,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,942,0,491
1728230204664,942,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-35,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,942,0,491
1728230205607,2092,Iniciar sesión-1,200,OK,Usuarios 1-35,text,true,,47296,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1517,0,877
1728230207699,2542,Formulario,200,OK,Usuarios 1-35,text,true,,47752,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,439,0,0
1728230207699,440,Formulario-0,301,Moved Permanently,Usuarios 1-35,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,439,0,0
1728230208139,438,Formulario-1,302,Found,Usuarios 1-35,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,438,0,0
1728230208577,1664,Formulario-2,200,OK,Usuarios 1-35,text,true,,47027,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,442,0,0
1728230210242,406,Cerrar sesión,301,Moved Permanently,Usuarios 1-35,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,406,0,0
1728230216664,1241,Iniciar sesión,200,OK,Usuarios 1-36,text,true,,47781,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,359,0,184
1728230216664,359,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-36,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,359,0,184
1728230217025,880,Iniciar sesión-1,200,OK,Usuarios 1-36,text,true,,47304,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,710,0,362
1728230217906,814,Formulario,200,OK,Usuarios 1-36,text,true,,47752,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,259,0,0
1728230217906,259,Formulario-0,301,Moved Permanently,Usuarios 1-36,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,259,0,0
1728230218165,212,Formulario-1,302,Found,Usuarios 1-36,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,212,0,0
1728230218377,343,Formulario-2,200,OK,Usuarios 1-36,text,true,,47027,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,168,0,0
1728230218720,177,Cerrar sesión,301,Moved Permanently,Usuarios 1-36,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,177,0,0
1728230228664,1252,Iniciar sesión,200,OK,Usuarios 1-37,text,true,,47773,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,366,0,191
1728230228664,366,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-37,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,366,0,191
1728230229031,885,Iniciar sesión-1,200,OK,Usuarios 1-37,text,true,,47296,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,709,0,355
1728230229916,531,Formulario,200,OK,Usuarios 1-37,text,true,,47752,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,175,0,0
1728230229916,175,Formulario-0,301,Moved Permanently,Usuarios 1-37,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,175,0,0
1728230230091,173,Formulario-1,302,Found,Usuarios 1-37,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,173,0,0
1728230230264,183,Formulario-2,200,OK,Usuarios 1-37,text,true,,47027,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,181,0,0
1728230230447,206,Cerrar sesión,301,Moved Permanently,Usuarios 1-37,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,206,0,0
1728230240662,1268,Iniciar sesión,200,OK,Usuarios 1-38,text,true,,47773,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,360,0,179
1728230240662,360,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-38,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,360,0,179
1728230241023,907,Iniciar sesión-1,200,OK,Usuarios 1-38,text,true,,47296,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,731,0,365
1728230241930,550,Formulario,200,OK,Usuarios 1-38,text,true,,47752,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,173,0,0
1728230241930,173,Formulario-0,301,Moved Permanently,Usuarios 1-38,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,173,0,0
1728230242103,186,Formulario-1,302,Found,Usuarios 1-38,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,186,0,0
1728230242289,191,Formulario-2,200,OK,Usuarios 1-38,text,true,,47027,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,190,0,0
1728230242479,180,Cerrar sesión,301,Moved Permanently,Usuarios 1-38,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,180,0,0
1728230252665,1844,Iniciar sesión,200,OK,Usuarios 1-39,text,true,,47781,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,947,0,539
1728230252665,947,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-39,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,947,0,539
1728230253613,896,Iniciar sesión-1,200,OK,Usuarios 1-39,text,true,,47304,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,724,0,373
1728230254512,526,Formulario,200,OK,Usuarios 1-39,text,true,,47760,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,172,0,0
1728230254512,172,Formulario-0,301,Moved Permanently,Usuarios 1-39,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,172,0,0
1728230254684,174,Formulario-1,302,Found,Usuarios 1-39,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,174,0,0
1728230254858,180,Formulario-2,200,OK,Usuarios 1-39,text,true,,47035,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,178,0,0
1728230255039,180,Cerrar sesión,301,Moved Permanently,Usuarios 1-39,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,180,0,0
1728230264665,3288,Iniciar sesión,200,OK,Usuarios 1-40,text,true,,47781,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1191,0,759
1728230264665,1191,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-40,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1191,0,759
1728230265857,2096,Iniciar sesión-1,200,OK,Usuarios 1-40,text,true,,47304,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1678,0,805
